,Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,topic,cosponsor_ids
65,H.R. 7868,https://www.congress.gov/bill/119th-congress/house-bill/7868,119th Congress (2025-2026),To amend the Public Health Service Act with respect to the Living Organ Donation Reimbursement Program.,"DelBene, Suzan K. [Rep.-D-WA-1]",2026-03-09,"House - Energy and Commerce, Ways and Means","Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-03-09,2,healthcare,"['M001205', 'S001216']"
66,H.R. 7867,https://www.congress.gov/bill/119th-congress/house-bill/7867,119th Congress (2025-2026),"To amend the Federal Food, Drug, and Cosmetic Act to establish standardized pathogen and microorganism testing of infant formula products and manufacturing facilities, to mandate notification of specific positive tests and inspection classifications, and for other purposes.","DeLauro, Rosa L. [Rep.-D-CT-3]",2026-03-09,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2026-03-09,17,healthcare,"['G000606', 'P000613', 'J000305', 'N000147', 'W000808', 'B000490', 'W000788', 'P000614', 'Q000023', 'K000391', 'S001145', 'T000481', 'T000488', 'R000305', 'V000133', 'D000631', 'C001068', 'M001188']"
67,H.R. 7866,https://www.congress.gov/bill/119th-congress/house-bill/7866,119th Congress (2025-2026),"To restore and clarify the intent of the Federal interest rate exportation parity for State-chartered banks by allowing States to opt out of preemption only with respect to loans made by their own chartered institutions, and for other purposes.","Davidson, Warren [Rep.-R-OH-8]",2026-03-09,House - Financial Services,Referred to the House Committee on Financial Services.,2026-03-09,1,funding,['B001282']
68,H.R. 7865,https://www.congress.gov/bill/119th-congress/house-bill/7865,119th Congress (2025-2026),American Consumer Tariff Rebate Act of 2026,"Cuellar, Henry [Rep.-D-TX-28]",2026-03-09,House - Ways and Means,Referred to the House Committee on Ways and Means.,2026-03-09,0,environment,[]
69,H.R. 7864,https://www.congress.gov/bill/119th-congress/house-bill/7864,119th Congress (2025-2026),"To amend the Act of May 17, 1954, to revise the boundary of Gateway Arch National Park.","Budzinski, Nikki [Rep.-D-IL-13]",2026-03-09,House - Natural Resources,Referred to the House Committee on Natural Resources.,2026-03-09,3,public_safety,"['B001295', 'B001324', 'W000812']"
70,H.R. 7863,https://www.congress.gov/bill/119th-congress/house-bill/7863,119th Congress (2025-2026),"To amend title XVIII of the Social Security Act to align payment under Medicare for specified surgical procedures with high-cost supplies furnished in office-based facilities, and for other purposes.","Bilirakis, Gus M. [Rep.-R-FL-12]",2026-03-09,"House - Energy and Commerce, Ways and Means","Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-03-09,3,healthcare,"['R000599', 'M001210', 'D000096', 'J000302']"
71,H.R. 7862,https://www.congress.gov/bill/119th-congress/house-bill/7862,119th Congress (2025-2026),"To amend the National Flood Insurance Act of 1968 to limit the application of the Endangered Species Act with respect to certain actions under the national flood insurance program, and for other purposes.","Bentz, Cliff [Rep.-R-OR-2]",2026-03-09,House - Financial Services,Referred to the House Committee on Financial Services.,2026-03-09,0,environment,[]
72,H.R. 7861,https://www.congress.gov/bill/119th-congress/house-bill/7861,119th Congress (2025-2026),To amend title XXVII of the Public Health Service Act and the Patient Protection and Affordable Care Act to provide for certain reforms with respect to medical loss ratios and reducing fraudulent enrollment in qualified health plans.,"Barrett, Tom [Rep.-R-MI-7]",2026-03-09,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2026-03-09,1,healthcare,['R000622']
73,H.R. 7860,https://www.congress.gov/bill/119th-congress/house-bill/7860,119th Congress (2025-2026),To amend the Patient Protection and Affordable Care Act to address fraudulent enrollments in the Exchanges.,"Barrett, Tom [Rep.-R-MI-7]",2026-03-09,"House - Energy and Commerce, Ways and Means","Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-03-09,0,healthcare,[]
74,H.R. 7859,https://www.congress.gov/bill/119th-congress/house-bill/7859,119th Congress (2025-2026),"To provide that the Proclamation entitled, ""Restriction On Entry Of Certain Nonimmigrant Workers"" shall have no force or effect.","Watson Coleman, Bonnie [Rep.-D-NJ-12]",2026-03-05,House - Judiciary,Referred to the House Committee on the Judiciary.,2026-03-05,4,Other,"['J000288', 'C001067', 'M001196', 'F000462']"
75,H.R. 7858,https://www.congress.gov/bill/119th-congress/house-bill/7858,119th Congress (2025-2026),"To require the Secretary of Energy to conduct a study on the effect of data centers on communities of color and low-income communities, and for other purposes.","Watson Coleman, Bonnie [Rep.-D-NJ-12]",2026-03-05,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2026-03-05,9,rural,"['T000481', 'N000147', 'L000602', 'F000477', 'C001068', 'M001226', 'T000488', 'G000606', 'G000599', 'J000298', 'O000173']"
76,H.R. 7857,https://www.congress.gov/bill/119th-congress/house-bill/7857,119th Congress (2025-2026),No Escaping Justice Act of 2026,"Wasserman Schultz, Debbie [Rep.-D-FL-25]",2026-03-05,"House - Foreign Affairs, Judiciary","Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-03-05,0,public_safety,[]
77,H.R. 7856,https://www.congress.gov/bill/119th-congress/house-bill/7856,119th Congress (2025-2026),Fair Housing for Survivors Act of 2026,"Wasserman Schultz, Debbie [Rep.-D-FL-25]",2026-03-05,House - Judiciary,Referred to the House Committee on the Judiciary.,2026-03-05,45,housing,"['M000317', 'A000370', 'B001300', 'B001281', 'B001324', 'B000490', 'B001278', 'B001315', 'C001072', 'C001080', 'C001068', 'C001059', 'C001130', 'D000096', 'D000230', 'D000631', 'D000623', 'D000624', 'E000296', 'F000462', 'G000587', 'I000058', 'J000309', 'J000298', 'K000375', 'K000385', 'K000389', 'K000391', 'L000602', 'L000582', 'M001227', 'M001160', 'M001214', 'N000147', 'O000172', 'R000617', 'R000305', 'S001200', 'T000468', 'T000481', 'T000486', 'W000822', 'W000808', 'F000466', 'R000622']"
78,H.R. 7855,https://www.congress.gov/bill/119th-congress/house-bill/7855,119th Congress (2025-2026),"To amend the Elementary and Secondary Education Act of 1965 to expand access to school-wide arts and music programs, and for other purposes.","Velázquez, Nydia M. [Rep.-D-NY-7]",2026-03-05,House - Education and Workforce,Referred to the House Committee on Education and Workforce.,2026-03-05,6,education,"['C001067', 'M001229', 'N000147', 'T000468', 'D000096', 'E000296']"
79,H.R. 7854,https://www.congress.gov/bill/119th-congress/house-bill/7854,119th Congress (2025-2026),"To amend the Public Health Service Act to establish a National Institute for Biomedical Research and Development, and for other purposes.","Tlaib, Rashida [Rep.-D-MI-12]",2026-03-05,"House - Energy and Commerce, Judiciary","Referred to the Committee on Energy and Commerce, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-03-05,2,healthcare,"['L000602', 'C001127']"
80,H.R. 7853,https://www.congress.gov/bill/119th-congress/house-bill/7853,119th Congress (2025-2026),To increase access to pre-exposure prophylaxis to reduce the transmission of HIV.,"Takano, Mark [Rep.-D-CA-39]",2026-03-05,"House - Energy and Commerce, Oversight and Government Reform, Ways and Means, Veterans' Affairs, Armed Services, Natural Resources, Financial Services, Education and Workforce","Referred to the Committee on Energy and Commerce, and in addition to the Committees on Oversight and Government Reform, Ways and Means, Veterans' Affairs, Armed Services, Natural Resources, Financial Services, and Education and Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-03-05,2,healthcare,"['P000607', 'B001318']"
81,H.R. 7852,https://www.congress.gov/bill/119th-congress/house-bill/7852,119th Congress (2025-2026),"To require new ethics obligations and restrictions for Members of Congress, their spouse, and dependents, and for other purposes.","Stevens, Haley M. [Rep.-D-MI-11]",2026-03-05,"House - House Administration, Oversight and Government Reform, Judiciary, Rules","Referred to the Committee on House Administration, and in addition to the Committees on Oversight and Government Reform, the Judiciary, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2026-03-05,5,funding,"['T000491', 'S001226', 'S001225', 'K000009', 'P000614']"
82,H.R. 7851,https://www.congress.gov/bill/119th-congress/house-bill/7851,119th Congress (2025-2026),To amend the Federal Agriculture Improvement and Reform Act of 1996 to require the Secretary of Agriculture to publish information related to orders under commodity promotion laws.,"Spartz, Victoria [Rep.-R-IN-5]",2026-03-05,House - Agriculture,Referred to the House Committee on Agriculture.,2026-03-05,0,public_safety,[]
83,H.R. 7850,https://www.congress.gov/bill/119th-congress/house-bill/7850,119th Congress (2025-2026),"To amend title 17, United States Code, to provide for the diagnosis, maintenance, and repair of certain digital electronic agricultural equipment.","Spartz, Victoria [Rep.-R-IN-5]",2026-03-05,House - Judiciary,Referred to the House Committee on the Judiciary.,2026-03-05,0,public_safety,[]
84,H.R. 7849,https://www.congress.gov/bill/119th-congress/house-bill/7849,119th Congress (2025-2026),"To amend the Clean Air Act to exempt nonroad engines and vehicles that are used for agricultural purposes from the emission standards of that Act, and for other purposes.","Spartz, Victoria [Rep.-R-IN-5]",2026-03-05,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2026-03-05,0,environment,[]
85,H.R. 7848,https://www.congress.gov/bill/119th-congress/house-bill/7848,119th Congress (2025-2026),"To establish the National Weather Safety Board to investigate certain major disasters, and for other purposes.","Sorensen, Eric [Rep.-D-IL-17]",2026-03-05,House - Transportation and Infrastructure,Referred to the House Committee on Transportation and Infrastructure.,2026-03-05,0,public_safety,[]
86,H.R. 7847,https://www.congress.gov/bill/119th-congress/house-bill/7847,119th Congress (2025-2026),"To amend title III of the Social Security Act and the Federal Unemployment Tax Act to require identity verification procedures and data matching, to prevent unemployment fraud, and to strengthen work search requirements, and for other purposes.","Smucker, Lloyd [Rep.-R-PA-11]",2026-03-05,House - Ways and Means,Referred to the House Committee on Ways and Means.,2026-03-05,15,housing,"['S001172', 'B001260', 'F000480', 'V000134', 'F000446', 'M001222', 'T000478', 'K000376', 'A000375', 'M001213', 'M001224', 'M001205', 'B001314', 'Y000067', 'E000298']"
